sample.no,year,date,sanctuary,status,site.new,complexity,algal.cover,size.class,count
328,2014,2014-01-27,Armstrong Bay,Fished,Geordie Bay.Fished,2,1,legal,0
329,2014,2014-01-27,Armstrong Bay,Fished,Geordie Bay.Fished,2,1,legal,0
330,2014,2014-01-27,Armstrong Bay,Fished,Geordie Bay.Fished,2,2,legal,0
331,2014,2014-01-27,Armstrong Bay,Fished,Geordie Bay.Fished,2,2,legal,0
332,2014,2014-01-27,Armstrong Bay,Fished,Geordie Bay.Fished,2,0,legal,0
333,2014,2014-01-27,Armstrong Bay,Fished,Geordie Bay.Fished,2,1,legal,0
334,2014,2014-01-27,Armstrong Bay,Fished,Geordie Bay.Fished,4,3,legal,0
335,2014,2014-01-27,Armstrong Bay,Fished,Geordie Bay.Fished,4,1,legal,0
336,2014,2014-01-27,Armstrong Bay,Fished,Geordie Bay.Fished,4,0,legal,0
337,2014,2014-01-27,Armstrong Bay,Fished,Geordie Bay.Fished,4,1,legal,0
338,2014,2014-01-27,Armstrong Bay,Fished,Geordie Bay.Fished,4,0,legal,0
339,2014,2014-01-27,Armstrong Bay,Fished,Geordie Bay.Fished,1,1,legal,0
340,2014,2014-01-27,Armstrong Bay,Fished,Geordie Bay.Fished,4,1,legal,0
341,2014,2014-01-27,Armstrong Bay,Fished,Geordie Bay.Fished,2,1,legal,0
342,2014,2014-01-27,Green Island,Fished,West Salmon.Fished,1,2,legal,0
343,2014,2014-01-27,Green Island,Fished,West Salmon.Fished,2,1,legal,0
344,2014,2014-01-27,Green Island,Fished,West Salmon.Fished,2,2,legal,0
345,2014,2014-01-27,Green Island,Fished,West Salmon.Fished,3,2,legal,0
346,2014,2014-01-27,Green Island,Fished,West Salmon.Fished,3,2,legal,0
347,2014,2014-01-27,Green Island,Fished,West Salmon.Fished,3,2,legal,1
348,2014,2014-01-27,Green Island,Fished,West Salmon.Fished,3,3,legal,0
349,2014,2014-01-27,Green Island,Fished,West Salmon.Fished,1,3,legal,0
350,2014,2014-01-27,Green Island,Fished,West Salmon.Fished,2,3,legal,0
351,2014,2014-01-27,Green Island,Fished,West Salmon.Fished,2,3,legal,0
352,2014,2014-01-27,Green Island,Fished,West Salmon.Fished,1,2,legal,0
353,2014,2014-01-27,Green Island,Fished,West Salmon.Fished,4,1,legal,0
354,2014,2014-01-27,Green Island,Fished,West Salmon.Fished,1,0,legal,0
355,2014,2014-01-27,Green Island,Fished,West Salmon.Fished,1,1,legal,0
356,2014,2014-01-27,Green Island,Fished,West Salmon.Fished,2,3,legal,0
357,2014,2014-01-27,Green Island,Fished,West Salmon.Fished,3,0,legal,0
358,2014,2014-01-27,Green Island,Fished,West Salmon.Fished,4,2,legal,0
359,2014,2014-01-27,Green Island,Fished,West Salmon.Fished,2,2,legal,0
360,2014,2014-01-27,Green Island,Fished,West Salmon.Fished,3,1,legal,0
361,2014,2014-01-27,Green Island,Fished,West Salmon.Fished,3,3,legal,2
362,2014,2014-01-27,Green Island,Fished,West Salmon.Fished,2,3,legal,0
363,2014,2014-01-27,Green Island,Fished,West Salmon.Fished,3,3,legal,0
364,2014,2014-01-27,Green Island,Fished,West Salmon.Fished,3,3,legal,0
365,2014,2014-01-27,Green Island,Fished,West Salmon.Fished,2,2,legal,0
366,2014,2014-01-27,Green Island,Fished,West Salmon.Fished,2,2,legal,0
367,2014,2014-01-27,Green Island,Fished,West Salmon.Fished,2,3,legal,0
368,2014,2014-01-27,Green Island,Fished,West Salmon.Fished,3,0,legal,1
369,2014,2014-01-27,Green Island,Fished,Strickland Bay.Fished,2,1,legal,0
370,2014,2014-01-27,Green Island,Fished,Strickland Bay.Fished,2,2,legal,0
371,2014,2014-01-27,Green Island,Fished,Strickland Bay.Fished,2,2,legal,0
372,2014,2014-01-27,Green Island,Fished,Strickland Bay.Fished,4,2,legal,2
373,2014,2014-01-27,Green Island,Fished,Strickland Bay.Fished,3,3,legal,0
374,2014,2014-01-27,Green Island,Fished,Strickland Bay.Fished,4,3,legal,0
375,2014,2014-01-27,Green Island,Fished,Strickland Bay.Fished,4,3,legal,0
376,2014,2014-01-27,Green Island,Fished,Strickland Bay.Fished,3,3,legal,0
377,2014,2014-01-27,Green Island,Fished,Strickland Bay.Fished,3,2,legal,0
378,2014,2014-01-27,Green Island,Fished,Strickland Bay.Fished,2,2,legal,0
379,2014,2014-01-27,Green Island,Fished,Strickland Bay.Fished,2,2,legal,1
380,2014,2014-01-27,Green Island,Fished,Strickland Bay.Fished,2,2,legal,2
381,2014,2014-01-27,Green Island,Fished,Strickland Bay.Fished,1,3,legal,0
382,2014,2014-01-27,Green Island,Fished,Strickland Bay.Fished,1,0,legal,0
383,2014,2014-01-27,Green Island,Fished,Strickland Bay.Fished,4,0,legal,0
384,2014,2014-01-27,Green Island,Fished,Strickland Bay.Fished,3,0,legal,0
385,2014,2014-01-27,Green Island,Fished,Strickland Bay.Fished,2,0,legal,1
386,2014,2014-01-27,Green Island,Fished,Strickland Bay.Fished,4,1,legal,0
387,2014,2014-01-27,Green Island,Fished,Strickland Bay.Fished,2,1,legal,1
388,2014,2014-01-27,Green Island,Fished,Strickland Bay.Fished,2,0,legal,0
389,2014,2014-01-27,Green Island,Fished,Strickland Bay.Fished,2,1,legal,0
390,2014,2014-01-27,Green Island,Fished,Strickland Bay.Fished,2,1,legal,0
391,2014,2014-01-27,Green Island,Fished,Strickland Bay.Fished,2,1,legal,1
392,2014,2014-01-27,Green Island,Fished,Strickland Bay.Fished,3,1,legal,1
393,2014,2014-01-27,Green Island,Fished,Strickland Bay.Fished,2,3,legal,0
394,2015,2015-01-29,Armstrong Bay,Fished,City of York.Fished,2,1,legal,0
395,2015,2015-01-29,Armstrong Bay,Fished,City of York.Fished,1,1,legal,0
396,2015,2015-01-29,Armstrong Bay,Fished,City of York.Fished,1,1,legal,0
397,2015,2015-01-29,Armstrong Bay,Fished,City of York.Fished,1,1,legal,0
398,2015,2015-01-29,Armstrong Bay,Fished,City of York.Fished,1,1,legal,0
399,2015,2015-01-29,Armstrong Bay,Fished,City of York.Fished,1,2,legal,0
400,2015,2015-01-29,Armstrong Bay,Fished,City of York.Fished,2,1,legal,0
401,2015,2015-01-29,Armstrong Bay,Fished,City of York.Fished,3,1,legal,0
402,2015,2015-01-29,Armstrong Bay,Fished,City of York.Fished,3,2,legal,0
403,2015,2015-01-22,Armstrong Bay,No-take,Little Armstrong.No-take,2,2,legal,0
404,2015,2015-01-22,Armstrong Bay,No-take,Little Armstrong.No-take,2,2,legal,0
405,2015,2015-01-22,Armstrong Bay,No-take,Little Armstrong.No-take,1,2,legal,0
406,2015,2015-01-22,Armstrong Bay,No-take,Little Armstrong.No-take,1,2,legal,0
407,2015,2015-01-22,Armstrong Bay,No-take,Little Armstrong.No-take,1,3,legal,0
408,2015,2015-01-22,Armstrong Bay,No-take,Little Armstrong.No-take,3,2,legal,0
409,2015,2015-01-22,Armstrong Bay,No-take,Little Armstrong.No-take,2,2,legal,0
410,2015,2015-01-22,Armstrong Bay,No-take,Little Armstrong.No-take,1,1,legal,0
411,2015,2015-01-22,Armstrong Bay,No-take,Little Armstrong.No-take,1,1,legal,0
412,2015,2015-01-22,Armstrong Bay,No-take,Little Armstrong.No-take,3,1,legal,0
413,2015,2015-01-22,Armstrong Bay,No-take,Little Armstrong.No-take,0,1,legal,0
414,2015,2015-01-22,Armstrong Bay,No-take,Little Armstrong.No-take,0,2,legal,0
415,2015,2015-01-22,Armstrong Bay,No-take,Little Armstrong.No-take,1,1,legal,0
416,2015,2015-01-22,Armstrong Bay,No-take,Little Armstrong.No-take,3,1,legal,0
417,2015,2015-01-22,Armstrong Bay,No-take,Little Armstrong.No-take,2,1,legal,0
418,2015,2015-01-22,Armstrong Bay,No-take,Little Armstrong.No-take,3,2,legal,0
419,2015,2015-01-22,Armstrong Bay,No-take,Little Armstrong.No-take,1,3,legal,0
420,2015,2015-01-22,Armstrong Bay,No-take,Little Armstrong.No-take,1,3,legal,0
421,2015,2015-01-22,Armstrong Bay,No-take,Little Armstrong.No-take,3,1,legal,0
422,2015,2015-01-22,Armstrong Bay,No-take,Little Armstrong.No-take,0,2,legal,0
423,2015,2015-01-22,Armstrong Bay,No-take,Little Armstrong.No-take,1,3,legal,0
424,2015,2015-01-22,Armstrong Bay,No-take,Little Armstrong.No-take,1,1,legal,0
425,2015,2015-01-22,Armstrong Bay,No-take,Little Armstrong.No-take,3,1,legal,0
426,2015,2015-01-22,Armstrong Bay,No-take,Little Armstrong.No-take,3,1,legal,1
427,2015,2015-01-22,Armstrong Bay,No-take,Little Armstrong.No-take,3,2,legal,0
428,2015,2015-01-22,Armstrong Bay,No-take,Little Armstrong.No-take,3,2,legal,0
429,2015,2015-01-22,Armstrong Bay,No-take,Little Armstrong.No-take,3,2,legal,0
430,2015,2015-01-22,Armstrong Bay,No-take,Little Armstrong.No-take,3,2,legal,0
431,2015,2015-01-22,Armstrong Bay,No-take,Little Armstrong.No-take,3,2,legal,0
432,2015,2015-01-22,Armstrong Bay,No-take,Little Armstrong.No-take,2,2,legal,0
433,2015,2015-01-29,Armstrong Bay,Fished,City of York.Fished,2,2,legal,0
434,2015,2015-01-29,Armstrong Bay,Fished,City of York.Fished,2,2,legal,0
435,2015,2015-01-29,Armstrong Bay,Fished,City of York.Fished,3,1,legal,0
436,2015,2015-01-29,Armstrong Bay,Fished,City of York.Fished,0,2,legal,0
437,2015,2015-01-29,Armstrong Bay,Fished,City of York.Fished,2,1,legal,0
438,2015,2015-01-29,Armstrong Bay,Fished,City of York.Fished,1,2,legal,0
439,2015,2015-01-29,Armstrong Bay,Fished,City of York.Fished,2,2,legal,0
440,2015,2015-01-29,Armstrong Bay,Fished,City of York.Fished,2,2,legal,0
441,2015,2015-01-29,Armstrong Bay,Fished,City of York.Fished,3,2,legal,0
442,2015,2015-01-29,Armstrong Bay,Fished,City of York.Fished,2,1,legal,0
443,2015,2015-01-29,Armstrong Bay,Fished,City of York.Fished,2,1,legal,0
444,2015,2015-01-29,Armstrong Bay,Fished,City of York.Fished,2,1,legal,0
445,2015,2015-01-29,Armstrong Bay,Fished,City of York.Fished,1,1,legal,0
446,2015,2015-01-29,Armstrong Bay,Fished,City of York.Fished,1,1,legal,0
447,2015,2015-01-29,Armstrong Bay,Fished,City of York.Fished,1,1,legal,0
448,2015,2015-01-29,Armstrong Bay,Fished,City of York.Fished,2,1,legal,0
449,2015,2015-01-29,Armstrong Bay,Fished,City of York.Fished,3,1,legal,0
450,2015,2015-01-29,Armstrong Bay,Fished,City of York.Fished,1,1,legal,0
451,2015,2015-01-29,Armstrong Bay,Fished,City of York.Fished,1,2,legal,0
452,2015,2015-01-29,Armstrong Bay,Fished,City of York.Fished,2,2,legal,0
453,2015,2015-01-29,Armstrong Bay,Fished,City of York.Fished,3,2,legal,0
454,2015,2015-01-23,Armstrong Bay,Fished,Parakeet Bay.Fished,1,3,legal,0
455,2015,2015-01-23,Armstrong Bay,Fished,Parakeet Bay.Fished,1,2,legal,0
456,2015,2015-01-23,Armstrong Bay,Fished,Parakeet Bay.Fished,3,1,legal,0
457,2015,2015-01-23,Armstrong Bay,Fished,Parakeet Bay.Fished,3,3,legal,0
458,2015,2015-01-23,Armstrong Bay,Fished,Parakeet Bay.Fished,1,3,legal,0
459,2015,2015-01-23,Armstrong Bay,Fished,Parakeet Bay.Fished,3,1,legal,0
460,2015,2015-01-23,Armstrong Bay,Fished,Parakeet Bay.Fished,1,3,legal,0
461,2015,2015-01-23,Armstrong Bay,Fished,Parakeet Bay.Fished,3,1,legal,0
462,2015,2015-01-23,Armstrong Bay,Fished,Parakeet Bay.Fished,4,3,legal,0
463,2015,2015-01-23,Armstrong Bay,Fished,Parakeet Bay.Fished,3,2,legal,0
464,2015,2015-01-25,Armstrong Bay,Fished,Ricey Beach.Fished,1,2,legal,0
465,2015,2015-01-25,Armstrong Bay,Fished,Ricey Beach.Fished,1,2,legal,0
466,2015,2015-01-25,Armstrong Bay,Fished,Ricey Beach.Fished,3,1,legal,0
467,2015,2015-01-25,Armstrong Bay,Fished,Ricey Beach.Fished,2,1,legal,0
468,2015,2015-01-25,Armstrong Bay,Fished,Ricey Beach.Fished,1,2,legal,0
469,2015,2015-01-25,Armstrong Bay,Fished,Ricey Beach.Fished,3,2,legal,0
470,2015,2015-01-25,Armstrong Bay,Fished,Ricey Beach.Fished,1,3,legal,0
471,2015,2015-01-25,Armstrong Bay,Fished,Ricey Beach.Fished,0,2,legal,0
472,2015,2015-01-25,Armstrong Bay,Fished,Ricey Beach.Fished,2,2,legal,0
473,2015,2015-01-25,Armstrong Bay,Fished,Ricey Beach.Fished,1,2,legal,0
474,2015,2015-01-25,Armstrong Bay,Fished,Ricey Beach.Fished,1,2,legal,0
475,2015,2015-01-25,Armstrong Bay,Fished,Ricey Beach.Fished,4,1,legal,0
476,2015,2015-01-25,Armstrong Bay,Fished,Ricey Beach.Fished,3,3,legal,0
477,2015,2015-01-25,Armstrong Bay,Fished,Ricey Beach.Fished,4,1,legal,0
478,2015,2015-01-25,Armstrong Bay,Fished,Ricey Beach.Fished,1,2,legal,0
479,2015,2015-01-25,Armstrong Bay,Fished,Ricey Beach.Fished,1,2,legal,0
480,2015,2015-01-25,Armstrong Bay,Fished,Ricey Beach.Fished,1,1,legal,0
481,2015,2015-01-25,Armstrong Bay,Fished,Ricey Beach.Fished,1,2,legal,0
482,2015,2015-01-25,Armstrong Bay,Fished,Ricey Beach.Fished,4,2,legal,0
483,2015,2015-01-25,Armstrong Bay,Fished,Ricey Beach.Fished,1,2,legal,0
484,2015,2015-01-25,Armstrong Bay,Fished,Ricey Beach.Fished,0,2,legal,0
485,2015,2015-01-25,Armstrong Bay,Fished,Ricey Beach.Fished,1,1,legal,0
486,2015,2015-01-25,Armstrong Bay,Fished,Ricey Beach.Fished,1,1,legal,0
487,2015,2015-01-25,Armstrong Bay,Fished,Ricey Beach.Fished,3,2,legal,0
488,2015,2015-01-25,Armstrong Bay,Fished,Ricey Beach.Fished,3,1,legal,0
489,2015,2015-01-25,Armstrong Bay,Fished,Ricey Beach.Fished,4,1,legal,0
490,2015,2015-01-25,Armstrong Bay,Fished,Ricey Beach.Fished,3,1,legal,0
491,2015,2015-01-25,Armstrong Bay,Fished,Ricey Beach.Fished,3,1,legal,0
492,2015,2015-01-25,Armstrong Bay,Fished,Ricey Beach.Fished,3,1,legal,0
493,2015,2015-01-25,Armstrong Bay,Fished,Ricey Beach.Fished,2,2,legal,0
494,2015,2015-01-23,Armstrong Bay,Fished,Parakeet Bay.Fished,1,3,legal,0
495,2015,2015-01-23,Armstrong Bay,Fished,Parakeet Bay.Fished,2,3,legal,0
496,2015,2015-01-23,Armstrong Bay,Fished,Parakeet Bay.Fished,1,2,legal,0
497,2015,2015-01-23,Armstrong Bay,Fished,Parakeet Bay.Fished,1,2,legal,0
498,2015,2015-01-23,Armstrong Bay,Fished,Parakeet Bay.Fished,1,3,legal,0
499,2015,2015-01-23,Armstrong Bay,Fished,Parakeet Bay.Fished,4,3,legal,0
500,2015,2015-01-23,Armstrong Bay,Fished,Parakeet Bay.Fished,4,3,legal,0
501,2015,2015-01-23,Armstrong Bay,Fished,Parakeet Bay.Fished,3,3,legal,0
502,2015,2015-01-23,Armstrong Bay,Fished,Parakeet Bay.Fished,0,0,legal,0
503,2015,2015-01-23,Armstrong Bay,Fished,Parakeet Bay.Fished,3,2,legal,0
504,2015,2015-01-23,Armstrong Bay,Fished,Parakeet Bay.Fished,1,2,legal,0
505,2015,2015-01-23,Armstrong Bay,Fished,Parakeet Bay.Fished,1,2,legal,0
506,2015,2015-01-23,Armstrong Bay,Fished,Parakeet Bay.Fished,3,1,legal,1
507,2015,2015-01-23,Armstrong Bay,Fished,Parakeet Bay.Fished,2,2,legal,0
508,2015,2015-01-23,Armstrong Bay,Fished,Parakeet Bay.Fished,2,3,legal,0
509,2015,2015-01-23,Armstrong Bay,Fished,Parakeet Bay.Fished,1,1,legal,0
510,2015,2015-01-23,Armstrong Bay,Fished,Parakeet Bay.Fished,0,2,legal,0
511,2015,2015-01-23,Armstrong Bay,Fished,Parakeet Bay.Fished,1,3,legal,0
512,2015,2015-01-23,Armstrong Bay,Fished,Parakeet Bay.Fished,1,2,legal,0
513,2015,2015-01-23,Armstrong Bay,Fished,Parakeet Bay.Fished,3,2,legal,0
514,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,1,1,legal,0
515,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,3,2,legal,0
516,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,1,2,legal,0
517,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,1,2,legal,0
518,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,1,2,legal,0
519,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,2,2,legal,0
520,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,1,2,legal,0
521,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,1,2,legal,0
522,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,1,2,legal,0
523,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,1,2,legal,0
524,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,1,2,legal,0
525,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,1,3,legal,0
526,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,3,1,legal,0
527,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,3,3,legal,0
528,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,0,2,legal,0
529,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,3,3,legal,0
530,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,1,1,legal,0
531,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,0,2,legal,0
532,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,1,2,legal,0
533,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,0,1,legal,0
534,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,1,3,legal,0
535,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,1,2,legal,0
536,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,3,1,legal,0
537,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,3,1,legal,0
538,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,1,1,legal,0
539,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,1,1,legal,0
540,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,1,2,legal,0
541,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,1,2,legal,0
542,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,1,2,legal,0
543,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,4,1,legal,0
544,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,1,3,legal,0
545,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,2,2,legal,0
546,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,1,1,legal,0
547,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,1,2,legal,0
548,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,0,3,legal,0
549,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,3,0,legal,0
550,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,1,0,legal,0
551,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,4,2,legal,0
552,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,4,2,legal,0
553,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,4,2,legal,0
554,2015,2015-01-24,Parker Point,No-take,Salmon Bay.No-take,1,3,legal,0
555,2015,2015-01-24,Parker Point,No-take,Salmon Bay.No-take,1,3,legal,0
556,2015,2015-01-24,Parker Point,No-take,Salmon Bay.No-take,1,3,legal,0
557,2015,2015-01-24,Parker Point,No-take,Salmon Bay.No-take,3,3,legal,0
558,2015,2015-01-24,Parker Point,No-take,Salmon Bay.No-take,1,2,legal,0
559,2015,2015-01-24,Parker Point,No-take,Salmon Bay.No-take,0,3,legal,0
560,2015,2015-01-24,Parker Point,No-take,Salmon Bay.No-take,4,2,legal,0
561,2015,2015-01-24,Parker Point,No-take,Salmon Bay.No-take,1,2,legal,0
562,2015,2015-01-24,Parker Point,No-take,Salmon Bay.No-take,1,1,legal,0
563,2015,2015-01-24,Parker Point,No-take,Salmon Bay.No-take,0,1,legal,0
564,2015,2015-01-24,Parker Point,No-take,Salmon Bay.No-take,1,2,legal,0
565,2015,2015-01-24,Parker Point,No-take,Salmon Bay.No-take,1,2,legal,0
566,2015,2015-01-24,Parker Point,No-take,Salmon Bay.No-take,2,2,legal,0
567,2015,2015-01-24,Parker Point,No-take,Salmon Bay.No-take,2,1,legal,0
568,2015,2015-01-24,Parker Point,No-take,Salmon Bay.No-take,1,1,legal,0
569,2015,2015-01-24,Parker Point,No-take,Salmon Bay.No-take,1,1,legal,0
570,2015,2015-01-24,Parker Point,No-take,Salmon Bay.No-take,3,3,legal,0
571,2015,2015-01-24,Parker Point,No-take,Salmon Bay.No-take,0,1,legal,0
572,2015,2015-01-24,Parker Point,No-take,Salmon Bay.No-take,3,1,legal,0
573,2015,2015-01-24,Parker Point,No-take,Salmon Bay.No-take,1,2,legal,0
574,2015,2015-01-24,Parker Point,No-take,Salmon Bay.No-take,3,1,legal,0
575,2015,2015-01-24,Parker Point,No-take,Salmon Bay.No-take,3,1,legal,0
576,2015,2015-01-24,Parker Point,No-take,Salmon Bay.No-take,2,1,legal,0
577,2015,2015-01-24,Parker Point,No-take,Salmon Bay.No-take,1,1,legal,0
578,2015,2015-01-24,Parker Point,No-take,Salmon Bay.No-take,2,1,legal,0
579,2015,2015-01-24,Parker Point,No-take,Salmon Bay.No-take,1,1,legal,0
580,2015,2015-01-24,Parker Point,No-take,Salmon Bay.No-take,3,1,legal,0
581,2015,2015-01-24,Parker Point,No-take,Salmon Bay.No-take,1,1,legal,0
582,2015,2015-01-24,Parker Point,No-take,Salmon Bay.No-take,1,1,legal,0
583,2015,2015-01-24,Parker Point,No-take,Salmon Bay.No-take,3,1,legal,0
584,2015,2015-01-25,Green Island,No-take,Mary Cove.No-take,1,4,legal,0
585,2015,2015-01-25,Green Island,No-take,Mary Cove.No-take,3,1,legal,0
586,2015,2015-01-25,Green Island,No-take,Mary Cove.No-take,1,2,legal,0
587,2015,2015-01-25,Green Island,No-take,Mary Cove.No-take,1,1,legal,0
588,2015,2015-01-25,Green Island,No-take,Mary Cove.No-take,3,1,legal,0
589,2015,2015-01-25,Green Island,No-take,Mary Cove.No-take,1,2,legal,0
590,2015,2015-01-25,Green Island,No-take,Mary Cove.No-take,1,2,legal,0
591,2015,2015-01-25,Green Island,No-take,Mary Cove.No-take,3,2,legal,0
592,2015,2015-01-25,Green Island,No-take,Mary Cove.No-take,4,2,legal,3
593,2015,2015-01-25,Green Island,No-take,Mary Cove.No-take,3,1,legal,0
594,2015,2015-01-25,Green Island,No-take,Mary Cove.No-take,1,3,legal,0
595,2015,2015-01-25,Green Island,No-take,Mary Cove.No-take,3,3,legal,0
596,2015,2015-01-25,Green Island,No-take,Mary Cove.No-take,4,3,legal,0
597,2015,2015-01-25,Green Island,No-take,Mary Cove.No-take,1,2,legal,0
598,2015,2015-01-25,Green Island,No-take,Mary Cove.No-take,3,3,legal,0
599,2015,2015-01-25,Green Island,No-take,Mary Cove.No-take,1,3,legal,0
600,2015,2015-01-25,Green Island,No-take,Mary Cove.No-take,3,3,legal,0
601,2015,2015-01-25,Green Island,No-take,Mary Cove.No-take,1,1,legal,0
602,2015,2015-01-25,Green Island,No-take,Mary Cove.No-take,0,1,legal,0
603,2015,2015-01-25,Green Island,No-take,Mary Cove.No-take,1,1,legal,0
604,2015,2015-01-25,Green Island,No-take,Mary Cove.No-take,2,1,legal,0
605,2015,2015-01-25,Green Island,No-take,Mary Cove.No-take,2,2,legal,0
606,2015,2015-01-25,Green Island,No-take,Mary Cove.No-take,3,2,legal,5
607,2015,2015-01-25,Green Island,No-take,Mary Cove.No-take,3,2,legal,8
608,2015,2015-01-25,Green Island,No-take,Mary Cove.No-take,2,2,legal,0
609,2015,2015-01-25,Green Island,No-take,Mary Cove.No-take,1,2,legal,1
610,2015,2015-01-25,Green Island,No-take,Mary Cove.No-take,2,2,legal,0
611,2015,2015-01-25,Green Island,No-take,Mary Cove.No-take,3,2,legal,0
612,2015,2015-01-25,Green Island,No-take,Mary Cove.No-take,2,3,legal,0
613,2015,2015-01-25,Green Island,No-take,Mary Cove.No-take,1,2,legal,0
614,2015,2015-01-27,Green Island,Fished,Strickland Bay.Fished,0,3,legal,0
