sample.no,year,date,sanctuary,status,site.new,complexity,algal.cover,size.class,count
1371,2018,2018-01-21,Armstrong Bay,No-take,Little Armstrong.No-take,3,3,sub.legal,0
1372,2018,2018-01-21,Armstrong Bay,No-take,Little Armstrong.No-take,1,2,sub.legal,0
1373,2018,2018-01-21,Armstrong Bay,No-take,Little Armstrong.No-take,0,3,sub.legal,0
1374,2018,2018-01-21,Armstrong Bay,No-take,Little Armstrong.No-take,3,2,sub.legal,7
1375,2018,2018-01-21,Armstrong Bay,No-take,Little Armstrong.No-take,4,1,sub.legal,0
1376,2018,2018-01-21,Armstrong Bay,No-take,Little Armstrong.No-take,4,3,sub.legal,2
1377,2018,2018-01-21,Armstrong Bay,No-take,Little Armstrong.No-take,3,2,sub.legal,2
1378,2018,2018-01-21,Armstrong Bay,No-take,Little Armstrong.No-take,0,2,sub.legal,0
1379,2018,2018-01-21,Armstrong Bay,No-take,Little Armstrong.No-take,4,1,sub.legal,2
1380,2018,2018-01-21,Armstrong Bay,No-take,Little Armstrong.No-take,1,1,sub.legal,0
1381,2018,2018-01-21,Armstrong Bay,No-take,Little Armstrong.No-take,1,1,sub.legal,0
1382,2018,2018-01-21,Armstrong Bay,No-take,Little Armstrong.No-take,1,1,sub.legal,0
1383,2018,2018-01-21,Armstrong Bay,No-take,Little Armstrong.No-take,3,1,sub.legal,0
1384,2018,2018-01-21,Armstrong Bay,No-take,Little Armstrong.No-take,1,1,sub.legal,6
1385,2018,2018-01-22,Green Island,No-take,Green Island.No-take,3,1,sub.legal,0
1386,2018,2018-01-22,Green Island,No-take,Green Island.No-take,3,3,sub.legal,5
1387,2018,2018-01-22,Green Island,No-take,Green Island.No-take,3,2,sub.legal,0
1388,2018,2018-01-22,Green Island,No-take,Green Island.No-take,2,2,sub.legal,0
1389,2018,2018-01-22,Green Island,No-take,Green Island.No-take,3,2,sub.legal,0
1390,2018,2018-01-22,Green Island,No-take,Green Island.No-take,2,2,sub.legal,0
1391,2018,2018-01-22,Green Island,No-take,Green Island.No-take,2,2,sub.legal,1
1392,2018,2018-01-22,Green Island,No-take,Green Island.No-take,3,2,sub.legal,2
1393,2018,2018-01-22,Green Island,No-take,Green Island.No-take,1,1,sub.legal,0
1394,2018,2018-01-22,Green Island,No-take,Green Island.No-take,4,0,sub.legal,2
1395,2018,2018-01-22,Green Island,No-take,Green Island.No-take,2,2,sub.legal,1
1396,2018,2018-01-22,Green Island,No-take,Green Island.No-take,2,2,sub.legal,0
1397,2018,2018-01-22,Green Island,No-take,Green Island.No-take,2,3,sub.legal,0
1398,2018,2018-01-22,Green Island,No-take,Green Island.No-take,2,2,sub.legal,0
1399,2018,2018-01-22,Green Island,No-take,Green Island.No-take,3,2,sub.legal,4
1400,2018,2018-01-22,Green Island,No-take,Green Island.No-take,1,3,sub.legal,0
1401,2018,2018-01-22,Green Island,No-take,Green Island.No-take,2,1,sub.legal,0
1402,2018,2018-01-22,Green Island,No-take,Green Island.No-take,3,3,sub.legal,0
1403,2018,2018-01-22,Green Island,No-take,Green Island.No-take,4,3,sub.legal,0
1404,2018,2018-01-22,Green Island,No-take,Green Island.No-take,2,2,sub.legal,0
1405,2018,2018-01-22,Green Island,No-take,Green Island.No-take,3,3,sub.legal,0
1406,2018,2018-01-22,Green Island,No-take,Green Island.No-take,3,3,sub.legal,0
1407,2018,2018-01-22,Green Island,No-take,Green Island.No-take,2,3,sub.legal,0
1408,2018,2018-01-22,Green Island,No-take,Green Island.No-take,4,3,sub.legal,4
1409,2018,2018-01-22,Green Island,No-take,Green Island.No-take,4,3,sub.legal,0
1410,2018,2018-01-22,Green Island,No-take,Green Island.No-take,2,3,sub.legal,0
1411,2018,2018-01-22,Green Island,No-take,Green Island.No-take,4,3,sub.legal,3
1412,2018,2018-01-22,Green Island,No-take,Green Island.No-take,2,3,sub.legal,0
1413,2018,2018-01-22,Green Island,No-take,Green Island.No-take,1,3,sub.legal,0
1414,2018,2018-01-22,Green Island,No-take,Green Island.No-take,4,3,sub.legal,1
1415,2018,2018-01-22,Armstrong Bay,Fished,Geordie Bay.Fished,2,1,sub.legal,0
1416,2018,2018-01-22,Armstrong Bay,Fished,Geordie Bay.Fished,2,1,sub.legal,0
1417,2018,2018-01-22,Armstrong Bay,Fished,Geordie Bay.Fished,3,1,sub.legal,1
1418,2018,2018-01-22,Armstrong Bay,Fished,Geordie Bay.Fished,4,1,sub.legal,0
1419,2018,2018-01-22,Armstrong Bay,Fished,Geordie Bay.Fished,4,1,sub.legal,0
1420,2018,2018-01-22,Armstrong Bay,Fished,Geordie Bay.Fished,4,1,sub.legal,0
1421,2018,2018-01-22,Armstrong Bay,Fished,Geordie Bay.Fished,3,3,sub.legal,0
1422,2018,2018-01-22,Armstrong Bay,Fished,Geordie Bay.Fished,1,1,sub.legal,0
1423,2018,2018-01-22,Armstrong Bay,Fished,Geordie Bay.Fished,4,3,sub.legal,0
1424,2018,2018-01-22,Armstrong Bay,Fished,Geordie Bay.Fished,4,3,sub.legal,3
1425,2018,2018-01-22,Armstrong Bay,Fished,Geordie Bay.Fished,3,1,sub.legal,0
1426,2018,2018-01-22,Armstrong Bay,Fished,Geordie Bay.Fished,4,2,sub.legal,0
1427,2018,2018-01-22,Armstrong Bay,Fished,Geordie Bay.Fished,3,1,sub.legal,2
1428,2018,2018-01-22,Armstrong Bay,Fished,Geordie Bay.Fished,4,2,sub.legal,0
1429,2018,2018-01-22,Armstrong Bay,Fished,Geordie Bay.Fished,2,1,sub.legal,1
1430,2018,2018-01-22,Armstrong Bay,Fished,Geordie Bay.Fished,1,3,sub.legal,0
1431,2018,2018-01-22,Armstrong Bay,Fished,Geordie Bay.Fished,3,1,sub.legal,4
1432,2018,2018-01-22,Armstrong Bay,Fished,Geordie Bay.Fished,2,1,sub.legal,1
1433,2018,2018-01-22,Armstrong Bay,Fished,Geordie Bay.Fished,2,2,sub.legal,1
1434,2018,2018-01-22,Armstrong Bay,Fished,Geordie Bay.Fished,2,1,sub.legal,1
1435,2018,2018-01-22,Armstrong Bay,Fished,Geordie Bay.Fished,1,1,sub.legal,0
1436,2018,2018-01-22,Armstrong Bay,Fished,Geordie Bay.Fished,2,3,sub.legal,0
1437,2018,2018-01-22,Armstrong Bay,Fished,Geordie Bay.Fished,2,3,sub.legal,0
1438,2018,2018-01-22,Armstrong Bay,Fished,Geordie Bay.Fished,2,1,sub.legal,0
1439,2018,2018-01-22,Armstrong Bay,Fished,Geordie Bay.Fished,4,3,sub.legal,0
1440,2018,2018-01-22,Armstrong Bay,Fished,Geordie Bay.Fished,3,3,sub.legal,0
1441,2018,2018-01-22,Armstrong Bay,Fished,Geordie Bay.Fished,2,3,sub.legal,0
1442,2018,2018-01-22,Armstrong Bay,Fished,Geordie Bay.Fished,1,3,sub.legal,0
1443,2018,2018-01-22,Armstrong Bay,Fished,Geordie Bay.Fished,2,2,sub.legal,0
1444,2018,2018-01-22,Armstrong Bay,Fished,Geordie Bay.Fished,3,3,sub.legal,0
1445,2018,2018-01-23,Parker Point,Fished,Parker Point.Fished,2,2,sub.legal,0
1446,2018,2018-01-23,Parker Point,Fished,Parker Point.Fished,4,1,sub.legal,0
1447,2018,2018-01-23,Parker Point,Fished,Parker Point.Fished,2,2,sub.legal,0
1448,2018,2018-01-23,Parker Point,Fished,Parker Point.Fished,4,3,sub.legal,0
1449,2018,2018-01-23,Parker Point,Fished,Parker Point.Fished,3,3,sub.legal,0
1450,2018,2018-01-23,Parker Point,Fished,Parker Point.Fished,2,3,sub.legal,0
1451,2018,2018-01-23,Parker Point,Fished,Parker Point.Fished,3,3,sub.legal,0
1452,2018,2018-01-23,Parker Point,Fished,Parker Point.Fished,2,2,sub.legal,0
1453,2018,2018-01-23,Parker Point,Fished,Parker Point.Fished,4,3,sub.legal,0
1454,2018,2018-01-23,Parker Point,Fished,Parker Point.Fished,4,1,sub.legal,0
1455,2018,2018-01-23,Parker Point,Fished,Parker Point.Fished,2,3,sub.legal,0
1456,2018,2018-01-23,Parker Point,Fished,Parker Point.Fished,3,1,sub.legal,0
1457,2018,2018-01-23,Parker Point,Fished,Parker Point.Fished,3,1,sub.legal,0
1458,2018,2018-01-23,Parker Point,Fished,Parker Point.Fished,3,1,sub.legal,0
1459,2018,2018-01-23,Parker Point,Fished,Parker Point.Fished,2,1,sub.legal,0
1460,2018,2018-01-23,Parker Point,Fished,Parker Point.Fished,3,1,sub.legal,0
1461,2018,2018-01-23,Parker Point,Fished,Parker Point.Fished,2,1,sub.legal,0
1462,2018,2018-01-23,Parker Point,Fished,Parker Point.Fished,2,1,sub.legal,0
1463,2018,2018-01-23,Parker Point,Fished,Parker Point.Fished,3,1,sub.legal,0
1464,2018,2018-01-23,Parker Point,Fished,Parker Point.Fished,1,1,sub.legal,0
1465,2018,2018-01-23,Parker Point,Fished,Parker Point.Fished,1,2,sub.legal,0
1466,2018,2018-01-23,Parker Point,Fished,Parker Point.Fished,2,3,sub.legal,0
1467,2018,2018-01-23,Parker Point,Fished,Parker Point.Fished,3,2,sub.legal,0
1468,2018,2018-01-23,Parker Point,Fished,Parker Point.Fished,4,3,sub.legal,0
1469,2018,2018-01-23,Parker Point,Fished,Parker Point.Fished,4,3,sub.legal,0
1470,2018,2018-01-23,Parker Point,Fished,Parker Point.Fished,4,3,sub.legal,0
1471,2018,2018-01-23,Parker Point,Fished,Parker Point.Fished,3,2,sub.legal,0
1472,2018,2018-01-23,Parker Point,Fished,Parker Point.Fished,4,3,sub.legal,0
1473,2018,2018-01-23,Parker Point,Fished,Parker Point.Fished,1,1,sub.legal,0
1474,2018,2018-01-23,Parker Point,Fished,Parker Point.Fished,4,3,sub.legal,3
1475,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,2,3,sub.legal,0
1476,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,3,3,sub.legal,0
1477,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,3,3,sub.legal,3
1478,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,3,3,sub.legal,1
1479,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,2,3,sub.legal,0
1480,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,4,3,sub.legal,0
1481,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,4,3,sub.legal,0
1482,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,3,3,sub.legal,0
1483,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,1,1,sub.legal,0
1484,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,3,1,sub.legal,0
1485,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,3,3,sub.legal,0
1486,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,4,3,sub.legal,0
1487,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,4,3,sub.legal,1
1488,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,4,3,sub.legal,3
1489,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,3,1,sub.legal,1
1490,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,4,1,sub.legal,0
1491,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,3,3,sub.legal,0
1492,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,4,3,sub.legal,2
1493,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,1,3,sub.legal,0
1494,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,1,3,sub.legal,1
1495,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,3,3,sub.legal,0
1496,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,4,1,sub.legal,1
1497,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,3,3,sub.legal,0
1498,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,4,3,sub.legal,2
1499,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,4,1,sub.legal,0
1500,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,4,3,sub.legal,1
1501,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,2,3,sub.legal,0
1502,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,4,3,sub.legal,0
1503,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,3,3,sub.legal,0
1504,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,2,1,sub.legal,0
1505,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,3,3,sub.legal,0
1506,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,3,1,sub.legal,0
1507,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,3,3,sub.legal,1
1508,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,2,3,sub.legal,0
1509,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,3,2,sub.legal,0
1510,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,0,1,sub.legal,0
1511,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,3,1,sub.legal,4
1512,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,2,3,sub.legal,0
1513,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,2,3,sub.legal,0
1514,2018,2018-01-25,Armstrong Bay,Fished,Parakeet Bay.Fished,3,3,sub.legal,0
1515,2018,2018-01-25,Armstrong Bay,Fished,Parakeet Bay.Fished,1,1,sub.legal,0
1516,2018,2018-01-25,Armstrong Bay,Fished,Parakeet Bay.Fished,3,1,sub.legal,0
1517,2018,2018-01-25,Armstrong Bay,Fished,Parakeet Bay.Fished,3,3,sub.legal,0
1518,2018,2018-01-25,Armstrong Bay,Fished,Parakeet Bay.Fished,1,3,sub.legal,0
1519,2018,2018-01-25,Armstrong Bay,Fished,Parakeet Bay.Fished,2,3,sub.legal,0
1520,2018,2018-01-25,Armstrong Bay,Fished,Parakeet Bay.Fished,2,3,sub.legal,0
1521,2018,2018-01-25,Armstrong Bay,Fished,Parakeet Bay.Fished,4,3,sub.legal,2
1522,2018,2018-01-25,Armstrong Bay,Fished,Parakeet Bay.Fished,1,3,sub.legal,0
1523,2018,2018-01-25,Armstrong Bay,Fished,Parakeet Bay.Fished,4,3,sub.legal,0
1524,2018,2018-01-25,Armstrong Bay,Fished,Parakeet Bay.Fished,4,3,sub.legal,0
1525,2018,2018-01-25,Armstrong Bay,Fished,Parakeet Bay.Fished,3,3,sub.legal,0
1526,2018,2018-01-25,Armstrong Bay,Fished,Parakeet Bay.Fished,4,3,sub.legal,0
1527,2018,2018-01-25,Armstrong Bay,Fished,Parakeet Bay.Fished,3,2,sub.legal,0
1528,2018,2018-01-25,Armstrong Bay,Fished,Parakeet Bay.Fished,2,2,sub.legal,0
1529,2018,2018-01-25,Armstrong Bay,Fished,Parakeet Bay.Fished,4,2,sub.legal,0
1530,2018,2018-01-25,Armstrong Bay,Fished,Parakeet Bay.Fished,4,3,sub.legal,0
1531,2018,2018-01-25,Armstrong Bay,Fished,Parakeet Bay.Fished,3,2,sub.legal,0
1532,2018,2018-01-25,Armstrong Bay,Fished,Parakeet Bay.Fished,3,3,sub.legal,0
1533,2018,2018-01-25,Armstrong Bay,Fished,Parakeet Bay.Fished,2,3,sub.legal,0
1534,2018,2018-01-25,Armstrong Bay,Fished,Parakeet Bay.Fished,3,3,sub.legal,0
1535,2018,2018-01-25,Armstrong Bay,Fished,Parakeet Bay.Fished,3,3,sub.legal,1
1536,2018,2018-01-25,Armstrong Bay,Fished,Parakeet Bay.Fished,4,3,sub.legal,0
1537,2018,2018-01-25,Armstrong Bay,Fished,Parakeet Bay.Fished,4,3,sub.legal,0
1538,2018,2018-01-25,Armstrong Bay,Fished,Parakeet Bay.Fished,2,3,sub.legal,1
1539,2018,2018-01-25,Armstrong Bay,Fished,Parakeet Bay.Fished,4,3,sub.legal,0
1540,2018,2018-01-25,Armstrong Bay,Fished,Parakeet Bay.Fished,1,3,sub.legal,0
1541,2018,2018-01-25,Armstrong Bay,Fished,Parakeet Bay.Fished,2,1,sub.legal,0
1542,2018,2018-01-25,Armstrong Bay,Fished,Parakeet Bay.Fished,2,3,sub.legal,0
1543,2018,2018-01-25,Armstrong Bay,Fished,Parakeet Bay.Fished,4,3,sub.legal,0
1544,2018,2018-01-25,Armstrong Bay,Fished,Parakeet Bay.Fished,3,1,sub.legal,0
1545,2018,2018-01-25,Armstrong Bay,Fished,Parakeet Bay.Fished,2,1,sub.legal,0
1546,2018,2018-01-25,Armstrong Bay,Fished,Parakeet Bay.Fished,4,3,sub.legal,1
1547,2018,2018-01-25,Armstrong Bay,Fished,Parakeet Bay.Fished,3,3,sub.legal,0
1548,2018,2018-01-25,Armstrong Bay,Fished,Parakeet Bay.Fished,2,3,sub.legal,0
1549,2018,2018-01-25,Armstrong Bay,Fished,Parakeet Bay.Fished,3,1,sub.legal,0
1550,2018,2018-01-25,Armstrong Bay,Fished,Parakeet Bay.Fished,1,3,sub.legal,0
1551,2018,2018-01-25,Armstrong Bay,Fished,Parakeet Bay.Fished,4,3,sub.legal,0
1552,2018,2018-01-25,Armstrong Bay,Fished,Parakeet Bay.Fished,2,3,sub.legal,0
1553,2018,2018-01-25,Armstrong Bay,Fished,Parakeet Bay.Fished,4,3,sub.legal,0
1554,2018,2018-01-26,Parker Point,No-take,Parker Point.No-take,2,1,sub.legal,1
1555,2018,2018-01-26,Parker Point,No-take,Parker Point.No-take,2,1,sub.legal,0
1556,2018,2018-01-26,Parker Point,No-take,Parker Point.No-take,1,0,sub.legal,0
1557,2018,2018-01-26,Parker Point,No-take,Parker Point.No-take,2,1,sub.legal,0
1558,2018,2018-01-26,Parker Point,No-take,Parker Point.No-take,4,1,sub.legal,1
1559,2018,2018-01-26,Parker Point,No-take,Parker Point.No-take,4,1,sub.legal,0
1560,2018,2018-01-26,Parker Point,No-take,Parker Point.No-take,4,1,sub.legal,2
1561,2018,2018-01-26,Parker Point,No-take,Parker Point.No-take,2,3,sub.legal,0
1562,2018,2018-01-26,Parker Point,No-take,Parker Point.No-take,2,3,sub.legal,0
1563,2018,2018-01-26,Parker Point,No-take,Parker Point.No-take,1,3,sub.legal,0
1564,2018,2018-01-26,Parker Point,No-take,Parker Point.No-take,3,3,sub.legal,0
1565,2018,2018-01-26,Parker Point,No-take,Parker Point.No-take,4,3,sub.legal,0
1566,2018,2018-01-26,Parker Point,No-take,Parker Point.No-take,2,3,sub.legal,0
1567,2018,2018-01-26,Parker Point,No-take,Parker Point.No-take,4,3,sub.legal,0
1568,2018,2018-01-26,Parker Point,No-take,Parker Point.No-take,2,3,sub.legal,0
1569,2018,2018-01-26,Parker Point,No-take,Parker Point.No-take,4,3,sub.legal,1
1570,2018,2018-01-26,Parker Point,No-take,Parker Point.No-take,3,3,sub.legal,0
1571,2018,2018-01-26,Parker Point,No-take,Parker Point.No-take,4,3,sub.legal,0
1572,2018,2018-01-26,Parker Point,No-take,Parker Point.No-take,2,0,sub.legal,0
1573,2018,2018-01-26,Parker Point,No-take,Parker Point.No-take,3,3,sub.legal,1
1574,2018,2018-01-26,Parker Point,No-take,Parker Point.No-take,2,1,sub.legal,1
1575,2018,2018-01-26,Parker Point,No-take,Parker Point.No-take,4,1,sub.legal,2
1576,2018,2018-01-26,Parker Point,No-take,Parker Point.No-take,4,3,sub.legal,1
1577,2018,2018-01-26,Parker Point,No-take,Parker Point.No-take,4,3,sub.legal,1
1578,2018,2018-01-26,Parker Point,No-take,Parker Point.No-take,4,1,sub.legal,0
1579,2018,2018-01-26,Parker Point,No-take,Parker Point.No-take,3,3,sub.legal,0
1580,2018,2018-01-26,Parker Point,No-take,Parker Point.No-take,3,1,sub.legal,0
1581,2018,2018-01-26,Parker Point,No-take,Parker Point.No-take,2,3,sub.legal,0
1582,2018,2018-01-26,Parker Point,No-take,Parker Point.No-take,2,3,sub.legal,0
1583,2018,2018-01-26,Parker Point,No-take,Parker Point.No-take,3,3,sub.legal,0
1584,2018,2018-01-26,Parker Point,No-take,Parker Point.No-take,2,3,sub.legal,0
1585,2018,2018-01-26,Parker Point,No-take,Parker Point.No-take,4,3,sub.legal,1
1586,2018,2018-01-26,Parker Point,No-take,Parker Point.No-take,1,3,sub.legal,0
1587,2018,2018-01-26,Parker Point,No-take,Parker Point.No-take,3,3,sub.legal,0
1588,2018,2018-01-26,Parker Point,No-take,Parker Point.No-take,3,3,sub.legal,1
1589,2018,2018-01-26,Parker Point,No-take,Parker Point.No-take,3,3,sub.legal,0
1590,2018,2018-01-26,Parker Point,No-take,Parker Point.No-take,2,2,sub.legal,0
1591,2018,2018-01-26,Parker Point,No-take,Parker Point.No-take,4,3,sub.legal,1
1592,2018,2018-01-26,Parker Point,No-take,Parker Point.No-take,4,3,sub.legal,0
1593,2018,2018-01-26,Parker Point,No-take,Parker Point.No-take,4,3,sub.legal,0
1594,2018,2018-01-26,Parker Point,Fished,Fairbridge.Fished,4,3,sub.legal,1
1595,2018,2018-01-26,Parker Point,Fished,Fairbridge.Fished,4,1,sub.legal,0
1596,2018,2018-01-26,Parker Point,Fished,Fairbridge.Fished,3,3,sub.legal,0
1597,2018,2018-01-26,Parker Point,Fished,Fairbridge.Fished,3,3,sub.legal,0
1598,2018,2018-01-26,Parker Point,Fished,Fairbridge.Fished,3,3,sub.legal,2
1599,2018,2018-01-26,Parker Point,Fished,Fairbridge.Fished,2,3,sub.legal,1
1600,2018,2018-01-26,Parker Point,Fished,Fairbridge.Fished,1,3,sub.legal,0
1601,2018,2018-01-26,Parker Point,Fished,Fairbridge.Fished,2,3,sub.legal,0
1602,2018,2018-01-26,Parker Point,Fished,Fairbridge.Fished,1,3,sub.legal,0
1603,2018,2018-01-26,Parker Point,Fished,Fairbridge.Fished,4,3,sub.legal,0
1604,2018,2018-01-26,Parker Point,Fished,Fairbridge.Fished,2,1,sub.legal,0
1605,2018,2018-01-26,Parker Point,Fished,Fairbridge.Fished,4,3,sub.legal,0
1606,2018,2018-01-26,Parker Point,Fished,Fairbridge.Fished,4,2,sub.legal,0
1607,2018,2018-01-26,Parker Point,Fished,Fairbridge.Fished,2,3,sub.legal,0
1608,2018,2018-01-26,Parker Point,Fished,Fairbridge.Fished,2,2,sub.legal,0
1609,2018,2018-01-26,Parker Point,Fished,Fairbridge.Fished,3,3,sub.legal,0
1610,2018,2018-01-26,Parker Point,Fished,Fairbridge.Fished,3,3,sub.legal,0
1611,2018,2018-01-26,Parker Point,Fished,Fairbridge.Fished,1,3,sub.legal,0
1612,2018,2018-01-26,Parker Point,Fished,Fairbridge.Fished,3,3,sub.legal,0
1613,2018,2018-01-26,Parker Point,Fished,Fairbridge.Fished,4,3,sub.legal,0
1614,2018,2018-01-26,Parker Point,Fished,Fairbridge.Fished,1,3,sub.legal,2
1615,2018,2018-01-26,Parker Point,Fished,Fairbridge.Fished,3,1,sub.legal,2
1616,2018,2018-01-26,Parker Point,Fished,Fairbridge.Fished,1,3,sub.legal,0
1617,2018,2018-01-26,Parker Point,Fished,Fairbridge.Fished,4,1,sub.legal,2
1618,2018,2018-01-26,Parker Point,Fished,Fairbridge.Fished,3,2,sub.legal,0
1619,2018,2018-01-26,Parker Point,Fished,Fairbridge.Fished,2,3,sub.legal,0
1620,2018,2018-01-26,Parker Point,Fished,Fairbridge.Fished,2,3,sub.legal,1
1621,2018,2018-01-26,Parker Point,Fished,Fairbridge.Fished,1,1,sub.legal,1
1622,2018,2018-01-26,Parker Point,Fished,Fairbridge.Fished,1,3,sub.legal,0
1623,2018,2018-01-26,Parker Point,Fished,Fairbridge.Fished,1,3,sub.legal,2
1624,2018,2018-01-26,Green Island,Fished,West Salmon.Fished,1,3,sub.legal,0
1625,2018,2018-01-26,Green Island,Fished,West Salmon.Fished,4,2,sub.legal,0
1626,2018,2018-01-26,Green Island,Fished,West Salmon.Fished,1,1,sub.legal,0
1627,2018,2018-01-26,Green Island,Fished,West Salmon.Fished,3,3,sub.legal,0
1628,2018,2018-01-26,Green Island,Fished,West Salmon.Fished,2,2,sub.legal,0
1629,2018,2018-01-26,Green Island,Fished,West Salmon.Fished,3,3,sub.legal,0
1630,2018,2018-01-26,Green Island,Fished,West Salmon.Fished,4,3,sub.legal,0
1631,2018,2018-01-26,Green Island,Fished,West Salmon.Fished,3,2,sub.legal,1
1632,2018,2018-01-26,Green Island,Fished,West Salmon.Fished,4,3,sub.legal,0
1633,2018,2018-01-26,Green Island,Fished,West Salmon.Fished,2,3,sub.legal,0
1634,2018,2018-01-26,Green Island,Fished,West Salmon.Fished,2,1,sub.legal,1
1635,2018,2018-01-26,Green Island,Fished,West Salmon.Fished,3,1,sub.legal,0
1636,2018,2018-01-26,Green Island,Fished,West Salmon.Fished,1,0,sub.legal,0
1637,2018,2018-01-26,Green Island,Fished,West Salmon.Fished,2,3,sub.legal,0
1638,2018,2018-01-26,Green Island,Fished,West Salmon.Fished,2,0,sub.legal,0
1639,2018,2018-01-26,Green Island,Fished,West Salmon.Fished,3,3,sub.legal,1
1640,2018,2018-01-26,Green Island,Fished,West Salmon.Fished,1,1,sub.legal,0
1641,2018,2018-01-26,Green Island,Fished,West Salmon.Fished,1,3,sub.legal,0
1642,2018,2018-01-26,Green Island,Fished,West Salmon.Fished,4,4,sub.legal,0
1643,2018,2018-01-26,Green Island,Fished,West Salmon.Fished,2,0,sub.legal,0
1644,2018,2018-01-26,Green Island,Fished,West Salmon.Fished,1,2,sub.legal,0
1645,2018,2018-01-26,Green Island,Fished,West Salmon.Fished,2,3,sub.legal,0
1646,2018,2018-01-26,Green Island,Fished,West Salmon.Fished,2,3,sub.legal,0
1647,2018,2018-01-26,Green Island,Fished,West Salmon.Fished,1,3,sub.legal,0
1648,2018,2018-01-26,Green Island,Fished,West Salmon.Fished,3,3,sub.legal,0
1649,2018,2018-01-26,Green Island,Fished,West Salmon.Fished,4,3,sub.legal,0
